Job Card No.,Invoice No.,Job Card Date,Customer Name,Name Of Item,Qty,Basic Amount,Labour Charges,CGST @14%,SGST @14%,IGST @28%,CGST @9%,SGST @9%,IGST @18%,CGST @6%,SGST @6%,IGST @12%,Godown
AMCIKOMB26000390,AMCIKOMB26000390,19-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),Sales,,1194.92,0.00,0.00,0.00,0.00,0.00,0.00,215.08,0.00,0.00,0.00,Main Location
AMCIKOMB26000390,AMCIKOMB26000390,19-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),,,0.00,441.00,0.00,0.00,0.00,0.00,0.00,79.38,0.00,0.00,0.00,Main Location
AMCIKOMB26000390,AMCIKOMB26000390,19-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),,,0.00,331.00,0.00,0.00,0.00,0.00,0.00,59.58,0.00,0.00,0.00,Main Location
AMCIKOMB26000390,AMCIKOMB26000390,19-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),,,0.00,2150.00,0.00,0.00,0.00,0.00,0.00,387.00,0.00,0.00,0.00,Main Location
AMCIKOMB26000391,AMCIKOMB26000391,20-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),Sales,,76.27,0.00,0.00,0.00,0.00,0.00,0.00,13.73,0.00,0.00,0.00,Main Location
AMCIKOMB26000391,AMCIKOMB26000391,20-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),Sales,,446.61,0.00,0.00,0.00,0.00,0.00,0.00,80.39,0.00,0.00,0.00,Main Location
AMCIKOMB26000391,AMCIKOMB26000391,20-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),Sales,,219.49,0.00,0.00,0.00,0.00,0.00,0.00,39.51,0.00,0.00,0.00,Main Location
AMCIKOMB26000391,AMCIKOMB26000391,20-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),Sales,,168.64,0.00,0.00,0.00,0.00,0.00,0.00,30.36,0.00,0.00,0.00,Main Location
AMCIKOMB26000391,AMCIKOMB26000391,20-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),Sales,,135.59,0.00,0.00,0.00,0.00,0.00,0.00,24.41,0.00,0.00,0.00,Main Location
AMCIKOMB26000391,AMCIKOMB26000391,20-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),Sales,,105.93,0.00,0.00,0.00,0.00,0.00,0.00,19.07,0.00,0.00,0.00,Main Location
AMCIKOMB26000391,AMCIKOMB26000391,20-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),Sales,,1194.92,0.00,0.00,0.00,0.00,0.00,0.00,215.08,0.00,0.00,0.00,Main Location
AMCIKOMB26000391,AMCIKOMB26000391,20-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),Sales,,42.37,0.00,0.00,0.00,0.00,0.00,0.00,7.63,0.00,0.00,0.00,Main Location
AMCIKOMB26000391,AMCIKOMB26000391,20-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),,,0.00,331.00,0.00,0.00,0.00,0.00,0.00,59.58,0.00,0.00,0.00,Main Location
AMCIKOMB26000391,AMCIKOMB26000391,20-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),,,0.00,441.00,0.00,0.00,0.00,0.00,0.00,79.38,0.00,0.00,0.00,Main Location
AMCIKOMB26000392,AMCIKOMB26000392,22-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),Sales,,76.27,0.00,0.00,0.00,0.00,0.00,0.00,13.73,0.00,0.00,0.00,Main Location
AMCIKOMB26000392,AMCIKOMB26000392,22-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),Sales,,446.61,0.00,0.00,0.00,0.00,0.00,0.00,80.39,0.00,0.00,0.00,Main Location
AMCIKOMB26000392,AMCIKOMB26000392,22-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),Sales,,219.49,0.00,0.00,0.00,0.00,0.00,0.00,39.51,0.00,0.00,0.00,Main Location
AMCIKOMB26000392,AMCIKOMB26000392,22-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),Sales,,168.64,0.00,0.00,0.00,0.00,0.00,0.00,30.36,0.00,0.00,0.00,Main Location
AMCIKOMB26000392,AMCIKOMB26000392,22-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),Sales,,135.59,0.00,0.00,0.00,0.00,0.00,0.00,24.41,0.00,0.00,0.00,Main Location
AMCIKOMB26000392,AMCIKOMB26000392,22-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),Sales,,105.93,0.00,0.00,0.00,0.00,0.00,0.00,19.07,0.00,0.00,0.00,Main Location
AMCIKOMB26000392,AMCIKOMB26000392,22-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),Sales,,1194.92,0.00,0.00,0.00,0.00,0.00,0.00,215.08,0.00,0.00,0.00,Main Location
AMCIKOMB26000392,AMCIKOMB26000392,22-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),,,0.00,331.00,0.00,0.00,0.00,0.00,0.00,59.58,0.00,0.00,0.00,Main Location
AMCIKOMB26000392,AMCIKOMB26000392,22-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),,,0.00,441.00,0.00,0.00,0.00,0.00,0.00,79.38,0.00,0.00,0.00,Main Location
AMCIKOMB26000392,AMCIKOMB26000392,22-03-2026,ASSURANT WARRANTY SOLUTIONS (Easy Care Claim),,,0.00,2150.00,0.00,0.00,0.00,0.00,0.00,387.00,0.00,0.00,0.00,Main Location
